product_a,product_b,co_occurrence_count,support_a,support_b,support_ab,lift,pair_type
"90214M - LETTER ""M"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",28,0.0017626969262972347,0.002368623994711909,0.0007711799052550402,184.70639534883722,Variant
"90214L - LETTER ""L"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",17,0.0018453233447174176,0.0013771069736697146,0.000468216371047703,184.249552238806,Variant
85163A - WHITE BAROQUE WALL CLOCK,85163B - BLACK BAROQUE WALL CLOCK,19,0.0015699019499834748,0.0018177812052440233,0.0005233006499944916,183.37373737373738,Variant
72127 - COLUMBIAN CANDLE ROUND,72128 - COLUMBIAN CANDLE ROUND,28,0.0017351547868238405,0.002423708273658698,0.0007711799052550402,183.37373737373738,Variant
84708B - PINK JEWELLED PHOTO FRAME,84712B - PINK JEWELLED PHOTO FRAME,16,0.0014597333920898976,0.0016525283684036575,0.00044067423157430867,182.6817610062893,Variant
85188A - GREEN METAL SWINGING BUNNY,85188B - PINK METAL SWINGING BUNNY,39,0.002891924644706401,0.0020381183210311776,0.0010741434394623774,182.24092664092663,Variant
84856L - LARGE TAHITI BEACH BAG,84856S - SMALL TAHITI BEACH BAG,12,0.0022033711578715435,0.0008262641842018288,0.0003305056736807315,181.54,Variant
23222 - CHRISTMAS TREE HANGING GOLD,23223 - CHRISTMAS TREE HANGING SILVER,33,0.002065660460504572,0.002423708273658698,0.0009088906026220116,181.54,Variant
"82011A - BATHROOM SCALES, TROPICAL BEACH",82011C - BATHROOM SCALES FOOTPRINTS IN SAND,12,0.000936432742095406,0.001955491902610995,0.0003305056736807315,180.4871582435791,Variant
22038 - BOTANICAL LAVENDER GIFT WRAP,22040 - BOTANICAL ROSE GIFT WRAP,21,0.0012393962763027433,0.0025889611104990638,0.0005783849289412802,180.2524822695035,Variant
23315 - IVORY REFECTORY CLOCK,23317 - BLUE REFECTORY CLOCK,35,0.002368623994711909,0.002258455436818332,0.0009639748815688003,180.20136131593878,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214D - LETTER ""D"" BLING KEY RING",17,0.0019004076236642062,0.0013771069736697146,0.000468216371047703,178.90898550724637,Variant
90161B - ANT COPPER TURQ BOUDICCA BRACELET,90161D - ANT COPPER PINK BOUDICCA BRACELET,28,0.0020932025999779664,0.002065660460504572,0.0007711799052550402,178.35508771929824,Variant
"90214I - LETTER ""I"" BLING KEY RING","90214K - LETTER ""K"" BLING KEY RING",11,0.0007436377657816459,0.0022859975762917263,0.0003029635342073372,178.2186523873271,Variant
"90214H - LETTER ""H"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",13,0.0014597333920898976,0.0013771069736697146,0.0003580478131541258,178.1147169811321,Variant
90200B - BLACK SWEETHEART BRACELET,90200E - GREEN SWEETHEART BRACELET,37,0.0022859975762917263,0.0025063346920788806,0.0010190591605155888,177.86257116377598,Variant
17012C - ORIGAMI LAVENDER INCENSE/CANDL SET,17012E - ORIGAMI OPIUM INCENSE/CANDLE SET,16,0.003112261760493555,0.0007987220447284345,0.00044067423157430867,177.27433628318585,Variant
90184B - AMETHYST CHUNKY BEAD BRACELET W STR,90184C - BLACK CHUNKY BEAD BRACELET W STRAP,11,0.0012944805552495319,0.001322022694722926,0.0003029635342073372,177.0336879432624,Variant
90013A - MIDNIGHT BLUE VINTAGE EARRINGS,90013C - GREEN VINTAGE EARRINGS,21,0.0021207447394513607,0.0015423598105100804,0.0005783849289412802,176.82467532467533,Variant
"90214G - LETTER ""G"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",20,0.001322022694722926,0.002368623994711909,0.0005508427894678859,175.91085271317831,Variant
23224 - CHERUB HEART DECORATION GOLD,23225 - CHERUB HEART DECORATION SILVER,30,0.001955491902610995,0.002423708273658698,0.0008262641842018288,174.3341869398207,Variant
23315 - IVORY REFECTORY CLOCK,23316 - RED REFECTORY CLOCK,45,0.002368623994711909,0.003002093202599978,0.0012393962763027433,174.29699167911247,Variant
21027 - NINJA RABBIT PINK,21028 - NINJA RABBIT BLACK,34,0.0021207447394513607,0.002533876831552275,0.000936432742095406,174.26199887069453,Variant
21318 - GLASS CHALICE BLUE SMALL,21319 - GLASS CHALICE GREEN  SMALL,29,0.0025614189710256694,0.001790239065770629,0.0007987220447284345,174.18229942100908,Variant
22912 - YELLOW COAT RACK PARIS FASHION,22913 - RED COAT RACK PARIS FASHION,63,0.0029745510631265836,0.003360141015754104,0.0017351547868238405,173.60382513661204,Variant
21131 - GOLD STANDING GNOME,21132 - SILVER STANDING GNOME,11,0.0013495648341963205,0.0012944805552495319,0.0003029635342073372,173.42075553625705,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214J - LETTER ""J"" BLING KEY RING",29,0.0019004076236642062,0.002423708273658698,0.0007987220447284345,173.40777338603425,Variant
79144B - PAINTED LIGHTBULB STAR+ MOON,79144C - PAINTED LIGHTBULB RAINBOW DESIGN,42,0.0025063346920788806,0.0026715875289192465,0.0011567698578825603,172.7581284694687,Variant
47504E - ENGLISH ROSE SCISSORS,47504G - ENGLISH ROSE TAPE MEASURE,13,0.001322022694722926,0.0015699019499834748,0.0003580478131541258,172.51608187134505,Variant
20932 - PINK POT PLANT CANDLE,20933 - YELLOW POT PLANT CANDLE,20,0.002230913297344938,0.0014321912526165032,0.0005508427894678859,172.40265906932575,Variant
90120C - GREEN MURANO TWIST BRACELET,90120D - WHITE MURANO TWIST BRACELET,11,0.001597444089456869,0.0011016855789357718,0.0003029635342073372,172.15,Variant
"90214G - LETTER ""G"" BLING KEY RING","90214J - LETTER ""J"" BLING KEY RING",20,0.001322022694722926,0.002423708273658698,0.0005508427894678859,171.91287878787878,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214N - LETTER ""N"" BLING KEY RING",14,0.0019004076236642062,0.0011843119973559545,0.0003855899526275201,171.3218739467476,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",28,0.0019004076236642062,0.002368623994711909,0.0007711799052550402,171.3218739467476,Variant
"90214H - LETTER ""H"" BLING KEY RING","90214J - LETTER ""J"" BLING KEY RING",22,0.0014597333920898976,0.002423708273658698,0.0006059270684146745,171.26415094339623,Variant
"90214B - LETTER ""B"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",12,0.0011016855789357718,0.0017626969262972347,0.0003305056736807315,170.19375,Variant
85130C - BEADED CRYSTAL HEART BLUE  LARGE,85130D - BEADED CRYSTAL HEART PINK LARGE,34,0.001872865484190812,0.002947008923653189,0.000936432742095406,169.66355140186917,Variant
"90214L - LETTER ""L"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",20,0.0018453233447174176,0.0017626969262972347,0.0005508427894678859,169.34701492537314,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214G - LETTER ""G"" BLING KEY RING",15,0.0018453233447174176,0.001322022694722926,0.0004131320921009144,169.34701492537312,Variant
85031B - BLOSSOM IMAGES SCRAP BOOK SET,85031C - CURIOUS IMAGES SCRAP BOOK SET,42,0.002341081855238515,0.0029194667841797952,0.0011567698578825603,169.24927857935626,Variant
17012B - ORIGAMI JASMINE INCENSE/CANDLE SET,17012E - ORIGAMI OPIUM INCENSE/CANDLE SET,17,0.003470309573647681,0.0007987220447284345,0.000468216371047703,168.92063492063494,Variant
90120A - PINK MURANO TWIST BRACELET,90120C - GREEN MURANO TWIST BRACELET,11,0.001129227718409166,0.001597444089456869,0.0003029635342073372,167.95121951219514,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",32,0.0028643825052330064,0.0018453233447174176,0.0008813484631486173,166.74167623421354,Variant
79191B - RETRO PLASTIC POLKA TRAY,79191D - RETRO PLASTIC DAISY TRAY,18,0.0019279497631376006,0.0015423598105100804,0.0004957585105210973,166.72040816326532,Variant
16169K - WRAP FOLK ART,16169P - WRAP GREEN RUSSIAN FOLKART,13,0.0016249862289302633,0.001322022694722926,0.0003580478131541258,166.66807909604518,Variant
90161A - ANT COPPER RED BOUDICCA BRACELET,90161B - ANT COPPER TURQ BOUDICCA BRACELET,15,0.0011843119973559545,0.0020932025999779664,0.0004131320921009144,166.65238678090574,Variant
84926A - WAKE UP COCKEREL TILE COASTER,84926D - LA PALMIERA TILE COASTER,11,0.001404649113143109,0.0012944805552495319,0.0003029635342073372,166.61994159365872,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214P - LETTER ""P"" BLING KEY RING",10,0.0018453233447174176,0.0009088906026220116,0.00027542139473394294,164.21528720036184,Variant
"90214K - LETTER ""K"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",24,0.0022859975762917263,0.0017626969262972347,0.000661011347361463,164.0421686746988,Variant
"90214D - LETTER ""D"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",15,0.0013771069736697146,0.0018453233447174176,0.0004131320921009144,162.5731343283582,Variant
"90214B - LETTER ""B"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",12,0.0011016855789357718,0.0018453233447174176,0.0003305056736807315,162.5731343283582,Variant
85185B - PINK HORSE SOCK PUPPET KIT,85185C - COW  SOCK PUPPET,22,0.005012669384157761,0.0007436377657816459,0.0006059270684146745,162.55107855107858,Variant
85014C - BLUE/BROWN DOTS RUFFLED UMBRELLA,85014D - PINK/BROWN DOTS RUFFLED UMBRELLA,29,0.001983034042084389,0.0024787925526054866,0.0007987220447284345,162.48950617283947,Variant
90161B - ANT COPPER TURQ BOUDICCA BRACELET,90161C - ANT COPPER LIME BOUDICCA BRACELET,34,0.0020932025999779664,0.0027542139473394293,0.000936432742095406,162.43052631578948,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214N - LETTER ""N"" BLING KEY RING",20,0.0028643825052330064,0.0011843119973559545,0.0005508427894678859,162.37924865831846,Variant
23338 - EGG FRYING PAN RED,23339 - EGG FRYING PAN BLUE,37,0.003002093202599978,0.0020932025999779664,0.0010190591605155888,162.16755190729114,Variant
"90214F - LETTER ""F"" BLING KEY RING","90214K - LETTER ""K"" BLING KEY RING",10,0.0007436377657816459,0.0022859975762917263,0.00027542139473394294,162.01695671575192,Variant
"90214J - LETTER ""J"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",25,0.002423708273658698,0.0017626969262972347,0.0006885534868348573,161.16832386363637,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214G - LETTER ""G"" BLING KEY RING",22,0.0028643825052330064,0.001322022694722926,0.0006059270684146745,160.01121794871796,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214V - LETTER ""V"" BLING KEY RING",11,0.0028643825052330064,0.000661011347361463,0.0003029635342073372,160.01121794871796,Variant
90161C - ANT COPPER LIME BOUDICCA BRACELET,90161D - ANT COPPER PINK BOUDICCA BRACELET,33,0.0027542139473394293,0.002065660460504572,0.0009088906026220116,159.7552,Variant
72800B - 4 PURPLE FLOCK DINNER CANDLES,72800D - 4 BLUE DINNER CANDLES SILVER FLOCK,34,0.0025063346920788806,0.002341081855238515,0.000936432742095406,159.5956043956044,Variant
22913 - RED COAT RACK PARIS FASHION,22914 - BLUE COAT RACK PARIS FASHION,91,0.003360141015754104,0.00468216371047703,0.0025063346920788806,159.30703953712631,Variant
85031A - ROMANTIC IMAGES SCRAP BOOK SET,85031B - BLOSSOM IMAGES SCRAP BOOK SET,38,0.002809298226286218,0.002341081855238515,0.0010466012999889832,159.1354094579008,Variant
"90214D - LETTER ""D"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",14,0.0013771069736697146,0.0017626969262972347,0.0003855899526275201,158.84750000000003,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214P - LETTER ""P"" BLING KEY RING",15,0.0028643825052330064,0.0009088906026220116,0.0004131320921009144,158.6888111888112,Variant
72800B - 4 PURPLE FLOCK DINNER CANDLES,72800C - 4 PINK DINNER CANDLE SILVER FLOCK,31,0.0025063346920788806,0.0021482868789247547,0.000853806323675223,158.57255564947874,Variant
79190B - RETRO PLASTIC POLKA TRAY,79190D - RETRO PLASTIC DAISY TRAY,66,0.0037181888289082297,0.0030847196210201607,0.0018177812052440233,158.4873015873016,Variant
23316 - RED REFECTORY CLOCK,23317 - BLUE REFECTORY CLOCK,39,0.003002093202599978,0.002258455436818332,0.0010741434394623774,158.42604609532333,Variant
"90214B - LETTER ""B"" BLING KEY RING","90214C - LETTER ""C"" BLING KEY RING",12,0.0011016855789357718,0.0019004076236642062,0.0003305056736807315,157.86086956521737,Variant
21923 - RED/CREAM STRIPE FRINGE HAMMOCK,21924 - BLUE/CREAM STRIPE FRINGE HAMMOCK,62,0.0032499724578605267,0.0033325988762807094,0.001707612647350446,157.6618574029976,Variant
21847 - GREEN  DIAMANTE PEN IN GIFT BOX,21849 - SILVER DIAMANTE PEN IN GIFT BOX,41,0.001955491902610995,0.003663104549961441,0.001129227718409166,157.64354548342686,Variant
"90214L - LETTER ""L"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",25,0.0018453233447174176,0.002368623994711909,0.0006885534868348573,157.53210690732385,Variant
"90214J - LETTER ""J"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",19,0.002423708273658698,0.0013771069736697146,0.0005233006499944916,156.78454545454545,Variant
40001 - WHITE BAMBOO RIBS LAMPSHADE,40003 - WHITE BAMBOO RIBS LAMPSHADE,31,0.003305056736807315,0.0016525283684036575,0.000853806323675223,156.32611111111112,Variant
23469 - CARD HOLDER LOVE BIRD SMALL,23470 - CARD HOLDER LOVE BIRD LARGE,26,0.001983034042084389,0.0023135397157651207,0.0007160956263082516,156.08597883597884,Variant
72803A - ROSE SCENT CANDLE JEWELLED DRAWER,72803B - OCEAN SCENT CANDLE JEWELLED DRAWER,15,0.0026715875289192465,0.0009915170210421946,0.0004131320921009144,155.96219931271477,Variant
46776A - WOVEN BUBBLE GUM CUSHION COVER,46776E - WOVEN CANDY CUSHION COVER,40,0.0033325988762807094,0.0021207447394513607,0.0011016855789357718,155.87850166362563,Variant
85230B - CINNAMON SCENTED VOTIVE CANDLE,85230F - JASMINE VOTIVE CANDLE,18,0.001872865484190812,0.001707612647350446,0.0004957585105210973,155.01518026565466,Variant
21424 - WOODLAND STORAGE BOX LARGE,21426 - WOODLAND STORAGE BOX SMALL,60,0.00391098380522199,0.002726671807866035,0.0016525283684036575,154.9637217242851,Variant
90200A - PURPLE SWEETHEART BRACELET,90200B - BLACK SWEETHEART BRACELET,35,0.002726671807866035,0.0022859975762917263,0.0009639748815688003,154.65254959230865,Variant
82607A - GLASS BONBON JAR PARFUME AUX FLEURE,82607E - GLASS BONBON JAR. D'AMANDES,16,0.004324115897322904,0.000661011347361463,0.00044067423157430867,154.17409766454352,Variant
"85071C - CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",85071D - CHARLIE+LOLA MY ROOM DOOR SIGN,67,0.003883441665748595,0.0030847196210201607,0.0018453233447174176,154.0422998986829,Variant
16169K - WRAP FOLK ART,16169N - WRAP BLUE RUSSIAN FOLKART,14,0.0016249862289302633,0.0015423598105100804,0.0003855899526275201,153.84745762711864,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",19,0.0018453233447174176,0.0018453233447174176,0.0005233006499944916,153.67609712630878,Variant
"90214P - LETTER ""P"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",12,0.0009088906026220116,0.002368623994711909,0.0003305056736807315,153.52219873150108,Variant
72800A - S/4 BLACK DINNER CANDLE SILVER FLOC,72800F - 4 IVORY DINNER CANDLES GOLD FLOCK,13,0.0012669384157761375,0.0018453233447174176,0.0003580478131541258,153.14860480207656,Variant
17012C - ORIGAMI LAVENDER INCENSE/CANDL SET,17012F - ORIGAMI SANDLEWOOD INCENSE/CAND SET,51,0.003112261760493555,0.002947008923653189,0.001404649113143109,153.14763046894385,Variant
22304 - COFFEE MUG BLUE PAISLEY DESIGN,22305 - COFFEE MUG PINK PAISLEY DESIGN,101,0.004599537292056847,0.003966068084168778,0.0027817560868128237,152.49118429807052,Variant
22912 - YELLOW COAT RACK PARIS FASHION,22914 - BLUE COAT RACK PARIS FASHION,77,0.0029745510631265836,0.00468216371047703,0.0021207447394513607,152.27211328976037,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214K - LETTER ""K"" BLING KEY RING",24,0.0019004076236642062,0.0022859975762917263,0.000661011347361463,152.15505500261918,Variant
17091A - LAVENDER INCENSE IN TIN,17091B - JASMINE TEA INCENSE IN TIN,25,0.0032224303183871323,0.001404649113143109,0.0006885534868348573,152.1199932964639,Variant
17012D - ORIGAMI ROSE INCENSE/CANDLE SET,17012F - ORIGAMI SANDLEWOOD INCENSE/CAND SET,52,0.003194888178913738,0.002947008923653189,0.0014321912526165032,152.11214953271028,Variant
"90214R - LETTER ""R"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",18,0.0013771069736697146,0.002368623994711909,0.0004957585105210973,151.98697674418608,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214C - LETTER ""C"" BLING KEY RING",30,0.0028643825052330064,0.0019004076236642062,0.0008262641842018288,151.78929765886286,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",14,0.0018453233447174176,0.0013771069736697146,0.0003855899526275201,151.73492537313433,Variant
84795A - PASTEL STRIPE HAMMOCK,84795C - OCEAN STRIPE HAMMOCK,38,0.0019279497631376006,0.003580478131541258,0.0010466012999889832,151.61582417582417,Variant
21398 - RED POLKADOT COFFEE  MUG,21399 - BLUE POLKADOT COFFEE MUG,62,0.003470309573647681,0.0032499724578605267,0.001707612647350446,151.40543449018026,Variant
"90214H - LETTER ""H"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",19,0.0014597333920898976,0.002368623994711909,0.0005233006499944916,151.34971478718737,Variant
"90214G - LETTER ""G"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",10,0.001322022694722926,0.0013771069736697146,0.00027542139473394294,151.28333333333333,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214N - LETTER ""N"" BLING KEY RING",12,0.0018453233447174176,0.0011843119973559545,0.0003305056736807315,151.23082263103092,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",24,0.0018453233447174176,0.002368623994711909,0.000661011347361463,151.23082263103092,Variant
85231E - STRAWBERRY SCENTED SET/9 T-LIGHTS,85231L - LAVENDER SCENTED SET/9 T-LIGHTS,51,0.0029194667841797952,0.003194888178913738,0.001404649113143109,150.5943396226415,Variant
82607A - GLASS BONBON JAR PARFUME AUX FLEURE,82607C - GLASS BONBON JAR. SUPERFINES,28,0.004324115897322904,0.0011843119973559545,0.0007711799052550402,150.58865353280996,Variant
22447 - PIN CUSHION BABUSHKA BLUE,22448 - PIN CUSHION BABUSHKA RED,41,0.002258455436818332,0.0033325988762807094,0.001129227718409166,150.03305785123968,Variant
21635 - MADRAS NOTEBOOK LARGE,21636 - MADRAS NOTEBOOK MEDIUM,17,0.0011567698578825603,0.002699129668392641,0.000468216371047703,149.96015549076773,Variant
21847 - GREEN  DIAMANTE PEN IN GIFT BOX,21850 - BLUE  DIAMANTE PEN IN GIFT BOX,31,0.001955491902610995,0.0029194667841797952,0.000853806323675223,149.55461068296572,Variant
82011B - BATHROOM SCALES RUBBER DUCKS,82011C - BATHROOM SCALES FOOTPRINTS IN SAND,14,0.001322022694722926,0.001955491902610995,0.0003855899526275201,149.15258215962442,Variant
90200A - PURPLE SWEETHEART BRACELET,90200E - GREEN SWEETHEART BRACELET,37,0.002726671807866035,0.0025063346920788806,0.0010190591605155888,149.11710511710513,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214H - LETTER ""H"" BLING KEY RING",15,0.0019004076236642062,0.0014597333920898976,0.0004131320921009144,148.9253486464315,Variant
"90214J - LETTER ""J"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",31,0.002423708273658698,0.002368623994711909,0.000853806323675223,148.72463002114165,Variant
17012A - ORIGAMI VANILLA INCENSE/CANDLE SET,17012B - ORIGAMI JASMINE INCENSE/CANDLE SET,49,0.0026165032499724577,0.003470309573647681,0.0013495648341963205,148.6292397660819,Variant
85130B - BEADED CRYSTAL HEART GREEN LARGE,85130C - BEADED CRYSTAL HEART BLUE  LARGE,23,0.0022859975762917263,0.001872865484190812,0.0006334692078880687,147.95960311835577,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214J - LETTER ""J"" BLING KEY RING",24,0.0018453233447174176,0.002423708273658698,0.000661011347361463,147.79375848032564,Variant
"90214B - LETTER ""B"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",14,0.0011016855789357718,0.002368623994711909,0.0003855899526275201,147.7651162790698,Variant
"90214K - LETTER ""K"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",29,0.0022859975762917263,0.002368623994711909,0.0007987220447284345,147.51078733538807,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214R - LETTER ""R"" BLING KEY RING",14,0.0019004076236642062,0.0013771069736697146,0.0003855899526275201,147.33681159420289,Variant
85185B - PINK HORSE SOCK PUPPET KIT,85185F - LION SOCK PUPPET,14,0.005012669384157761,0.0005233006499944916,0.0003855899526275201,146.99595141700405,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214D - LETTER ""D"" BLING KEY RING",21,0.0028643825052330064,0.0013771069736697146,0.0005783849289412802,146.62846153846155,Variant
23281 - FOLDING BUTTERFLY MIRROR RED,23282 - FOLDING BUTTERFLY MIRROR IVORY,55,0.0027817560868128237,0.0037181888289082297,0.0015148176710366862,146.45691235790247,Variant
90161A - ANT COPPER RED BOUDICCA BRACELET,90161D - ANT COPPER PINK BOUDICCA BRACELET,13,0.0011843119973559545,0.002065660460504572,0.0003580478131541258,146.35782945736435,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214S - LETTER ""S"" BLING KEY RING",36,0.0028643825052330064,0.002368623994711909,0.0009915170210421946,146.14132379248662,Variant
82616B - FRAPPUCINO SCARF KNITTING KIT,82616C - MIDNIGHT GLAMOUR SCARF KNITTING KIT,72,0.003470309573647681,0.00391098380522199,0.001983034042084389,146.10865191146883,Variant
46776A - WOVEN BUBBLE GUM CUSHION COVER,46776D - WOVEN SUNSET CUSHION COVER,37,0.0033325988762807094,0.0020932025999779664,0.0010190591605155888,146.08481948673335,Variant
21421 - PORCELAIN ROSE LARGE,21422 - PORCELAIN ROSE SMALL,61,0.0028643825052330064,0.004021152363115567,0.001680070507877052,145.86327713382508,Variant
90200B - BLACK SWEETHEART BRACELET,90200D - PINK SWEETHEART BRACELET,50,0.0022859975762917263,0.004131320921009144,0.0013771069736697146,145.8152610441767,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214T - LETTER ""T"" BLING KEY RING",10,0.0028643825052330064,0.000661011347361463,0.00027542139473394294,145.4647435897436,Variant
17012A - ORIGAMI VANILLA INCENSE/CANDLE SET,17012E - ORIGAMI OPIUM INCENSE/CANDLE SET,11,0.0026165032499724577,0.0007987220447284345,0.0003029635342073372,144.96842105263158,Variant
47594A - CAROUSEL DESIGN WASHBAG,47594B - SCOTTIES DESIGN WASHBAG,51,0.002891924644706401,0.003360141015754104,0.001404649113143109,144.55175644028103,Variant
22254 - FELT TOADSTOOL LARGE,22255 - FELT TOADSTOOL  SMALL,83,0.004076236642062355,0.00391098380522199,0.0022859975762917263,143.39379520365435,Variant
"90214H - LETTER ""H"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",14,0.0014597333920898976,0.0018453233447174176,0.0003855899526275201,143.14615601239086,Variant
"90214E - LETTER ""E"" BLING KEY RING","90214H - LETTER ""H"" BLING KEY RING",14,0.0018453233447174176,0.0014597333920898976,0.0003855899526275201,143.14615601239086,Variant
84509a - SET OF 4 ENGLISH ROSE PLACEMATS,84509c - SET OF 4 POLKADOT PLACEMATS,13,0.002065660460504572,0.001211854136829349,0.0003580478131541258,143.03151515151515,Variant
85169B - BLACK LOVE BIRD CANDLE,85169C - EAU DE NIL LOVE BIRD CANDLE,26,0.0025614189710256694,0.001955491902610995,0.0007160956263082516,142.9665303649856,Variant
"90214G - LETTER ""G"" BLING KEY RING","90214H - LETTER ""H"" BLING KEY RING",10,0.001322022694722926,0.0014597333920898976,0.00027542139473394294,142.72012578616352,Variant
"90214K - LETTER ""K"" BLING KEY RING","90214N - LETTER ""N"" BLING KEY RING",14,0.0022859975762917263,0.0011843119973559545,0.0003855899526275201,142.424208461754,Variant
84660A - WHITE STITCHED WALL CLOCK,84660C - PINK STITCHED WALL CLOCK,17,0.001404649113143109,0.002341081855238515,0.000468216371047703,142.3843137254902,Variant
23335 - EGG FRYING PAN IVORY,23336 - EGG FRYING PAN PINK,32,0.002644045389445852,0.002341081855238515,0.0008813484631486173,142.3843137254902,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214M - LETTER ""M"" BLING KEY RING",26,0.0028643825052330064,0.0017626969262972347,0.0007160956263082516,141.828125,Variant
"90214J - LETTER ""J"" BLING KEY RING","90214L - LETTER ""L"" BLING KEY RING",23,0.002423708273658698,0.0018453233447174176,0.0006334692078880687,141.63568521031206,Variant
72127 - COLUMBIAN CANDLE ROUND,72130 - COLUMBIAN CANDLE ROUND,14,0.0017351547868238405,0.0015699019499834748,0.0003855899526275201,141.55165692007796,Variant
20931 - BLUE POT PLANT CANDLE,20932 - PINK POT PLANT CANDLE,49,0.004296573757849509,0.002230913297344938,0.0013495648341963205,140.79550490661603,Variant
"90214A - LETTER ""A"" BLING KEY RING","90214E - LETTER ""E"" BLING KEY RING",27,0.0028643825052330064,0.0018453233447174176,0.0007436377657816459,140.6882893226177,Variant
46776B - WOVEN BERRIES CUSHION COVER,46776D - WOVEN SUNSET CUSHION COVER,45,0.004213947339429327,0.0020932025999779664,0.0012393962763027433,140.51083591331272,Variant
"90214D - LETTER ""D"" BLING KEY RING","90214J - LETTER ""J"" BLING KEY RING",17,0.0013771069736697146,0.002423708273658698,0.000468216371047703,140.2809090909091,Variant
20830 - SILVER PHOTO FRAME,20831 - GOLD PHOTO FRAME,25,0.002258455436818332,0.002175829018398149,0.0006885534868348573,140.12040753318928,Variant
"90214D - LETTER ""D"" BLING KEY RING","90214K - LETTER ""K"" BLING KEY RING",16,0.0013771069736697146,0.0022859975762917263,0.00044067423157430867,139.98265060240962,Variant
85226A - WHITE/BLUE PULL BACK RACING CAR,85226C - BLUE PULL BACK RACING CAR,46,0.003966068084168778,0.0022859975762917263,0.0012669384157761375,139.73962516733602,Variant
21319 - GLASS CHALICE GREEN  SMALL,21320 - GLASS CHALICE GREEN  LARGE,14,0.001790239065770629,0.0015423598105100804,0.0003855899526275201,139.64615384615382,Variant
90013B - BLACK VINTAGE EARRINGS,90013C - GREEN VINTAGE EARRINGS,17,0.002175829018398149,0.0015423598105100804,0.000468216371047703,139.51989150090418,Variant
23335 - EGG FRYING PAN IVORY,23339 - EGG FRYING PAN BLUE,28,0.002644045389445852,0.0020932025999779664,0.0007711799052550402,139.33991228070175,Variant
21788 - KIDS RAIN MAC BLUE,21789 - KIDS RAIN MAC PINK,171,0.005673680731519224,0.006004186405199956,0.004709705849950424,138.2530506813931,Variant
85031A - ROMANTIC IMAGES SCRAP BOOK SET,85031C - CURIOUS IMAGES SCRAP BOOK SET,41,0.002809298226286218,0.0029194667841797952,0.001129227718409166,137.6829448760636,Variant
23336 - EGG FRYING PAN PINK,23338 - EGG FRYING PAN RED,35,0.002341081855238515,0.003002093202599978,0.0009639748815688003,137.15920129519697,Variant
85183A - CHARLIE & LOLA WASTEPAPER BIN BLUE,85183B - CHARLIE & LOLA WASTEPAPER BIN FLORA,91,0.003883441665748595,0.004709705849950424,0.0025063346920788806,137.0340508481606,Variant
